order_book_id,symbol,filtered_reason,date,rank
113575.XSHG,东时转债,规模小于一亿,2021-05-31,338
123030.XSHE,九洲转债,规模小于一亿,2021-05-31,340
123034.XSHE,通光转债,规模小于一亿,2021-05-31,344
123031.XSHE,晶瑞转债,规模小于一亿,2021-05-31,352
128030.XSHE,天康转债,规模小于一亿,2021-05-31,353
123018.XSHE,溢利转债,规模小于一亿,2021-05-31,356
110044.XSHG,广电转债,规模小于一亿,2021-05-31,358
113580.XSHG,康隆转债,规模小于一亿,2021-05-31,359
128041.XSHE,盛路转债,规模小于一亿,2021-05-31,361
123013.XSHE,横河转债,规模小于一亿,2021-05-31,362
123029.XSHE,英科转债,规模小于一亿,2021-05-31,363
110067.XSHG,华安转债,停牌,2021-06-07,149
110031.XSHG,航信转债,停牌,2021-06-07,320
123046.XSHE,天铁转债,规模小于一亿,2021-06-07,332
113509.XSHG,新泉转债,规模小于一亿,2021-06-07,335
113575.XSHG,东时转债,规模小于一亿,2021-06-07,338
123030.XSHE,九洲转债,规模小于一亿,2021-06-07,339
123034.XSHE,通光转债,规模小于一亿,2021-06-07,345
123031.XSHE,晶瑞转债,规模小于一亿,2021-06-07,353
123018.XSHE,溢利转债,规模小于一亿,2021-06-07,354
128030.XSHE,天康转债,规模小于一亿,2021-06-07,355
113580.XSHG,康隆转债,规模小于一亿,2021-06-07,359
110044.XSHG,广电转债,规模小于一亿,2021-06-07,360
128041.XSHE,盛路转债,规模小于一亿,2021-06-07,362
123013.XSHE,横河转债,规模小于一亿,2021-06-07,363
123029.XSHE,英科转债,规模小于一亿,2021-06-07,364
110065.XSHG,淮矿转债,已公告强赎,2021-06-15,182
128022.XSHE,众信转债,停牌,2021-06-15,228
113041.XSHG,紫金转债,已公告强赎,2021-06-15,245
113575.XSHG,东时转债,规模小于一亿,2021-06-15,332
123030.XSHE,九洲转债,规模小于一亿,2021-06-15,334
123046.XSHE,天铁转债,规模小于一亿,2021-06-15,341
113509.XSHG,新泉转债,规模小于一亿,2021-06-15,342
123034.XSHE,通光转债,规模小于一亿,2021-06-15,344
123031.XSHE,晶瑞转债,规模小于一亿,2021-06-15,350
128030.XSHE,天康转债,规模小于一亿,2021-06-15,352
123018.XSHE,溢利转债,规模小于一亿,2021-06-15,355
110044.XSHG,广电转债,规模小于一亿,2021-06-15,359
113580.XSHG,康隆转债,规模小于一亿,2021-06-15,360
128041.XSHE,盛路转债,规模小于一亿,2021-06-15,362
123013.XSHE,横河转债,规模小于一亿,2021-06-15,363
123029.XSHE,英科转债,规模小于一亿,2021-06-15,364
110065.XSHG,淮矿转债,已公告强赎,2021-06-21,77
127023.XSHE,华菱转2,已公告强赎,2021-06-21,143
113041.XSHG,紫金转债,已公告强赎,2021-06-21,200
128022.XSHE,众信转债,停牌,2021-06-21,231
123058.XSHE,欣旺转债,已公告强赎,2021-06-21,239
113559.XSHG,永创转债,已公告强赎,2021-06-21,296
113575.XSHG,东时转债,规模小于一亿,2021-06-21,328
123030.XSHE,九洲转债,规模小于一亿,2021-06-21,330
113509.XSHG,新泉转债,规模小于一亿,2021-06-21,343
123034.XSHE,通光转债,规模小于一亿,2021-06-21,345
123046.XSHE,天铁转债,规模小于一亿,2021-06-21,346
128030.XSHE,天康转债,规模小于一亿,2021-06-21,348
128095.XSHE,恩捷转债,停牌,2021-06-21,354
123031.XSHE,晶瑞转债,规模小于一亿,2021-06-21,355
123018.XSHE,溢利转债,规模小于一亿,2021-06-21,356
113580.XSHG,康隆转债,规模小于一亿,2021-06-21,361
110044.XSHG,广电转债,规模小于一亿,2021-06-21,362
128041.XSHE,盛路转债,规模小于一亿,2021-06-21,363
123013.XSHE,横河转债,规模小于一亿,2021-06-21,365
123029.XSHE,英科转债,规模小于一亿,2021-06-21,366
127023.XSHE,华菱转2,已公告强赎,2021-06-28,138
110065.XSHG,淮矿转债,已公告强赎,2021-06-28,175
128022.XSHE,众信转债,停牌,2021-06-28,225
123058.XSHE,欣旺转债,已公告强赎,2021-06-28,236
113575.XSHG,东时转债,规模小于一亿,2021-06-28,326
123030.XSHE,九洲转债,规模小于一亿,2021-06-28,330
123046.XSHE,天铁转债,规模小于一亿,2021-06-28,341
113509.XSHG,新泉转债,规模小于一亿,2021-06-28,342
123034.XSHE,通光转债,规模小于一亿,2021-06-28,344
128030.XSHE,天康转债,规模小于一亿,2021-06-28,348
123018.XSHE,溢利转债,规模小于一亿,2021-06-28,352
123031.XSHE,晶瑞转债,规模小于一亿,2021-06-28,353
113580.XSHG,康隆转债,规模小于一亿,2021-06-28,358
110044.XSHG,广电转债,规模小于一亿,2021-06-28,359
128041.XSHE,盛路转债,规模小于一亿,2021-06-28,361
123013.XSHE,横河转债,规模小于一亿,2021-06-28,363
123029.XSHE,英科转债,规模小于一亿,2021-06-28,364
127023.XSHE,华菱转2,已公告强赎,2021-07-05,123
123058.XSHE,欣旺转债,已公告强赎,2021-07-05,214
128032.XSHE,双环转债,已公告强赎,2021-07-05,284
123030.XSHE,九洲转债,规模小于一亿,2021-07-05,331
113575.XSHG,东时转债,规模小于一亿,2021-07-05,332
113543.XSHG,欧派转债,已公告强赎,2021-07-05,334
113509.XSHG,新泉转债,规模小于一亿,2021-07-05,342
123046.XSHE,天铁转债,规模小于一亿,2021-07-05,346
123034.XSHE,通光转债,规模小于一亿,2021-07-05,349
128030.XSHE,天康转债,规模小于一亿,2021-07-05,352
123018.XSHE,溢利转债,规模小于一亿,2021-07-05,355
123031.XSHE,晶瑞转债,规模小于一亿,2021-07-05,360
113580.XSHG,康隆转债,规模小于一亿,2021-07-05,362
110044.XSHG,广电转债,规模小于一亿,2021-07-05,364
128041.XSHE,盛路转债,规模小于一亿,2021-07-05,366
123013.XSHE,横河转债,规模小于一亿,2021-07-05,367
123029.XSHE,英科转债,规模小于一亿,2021-07-05,368
123058.XSHE,欣旺转债,已公告强赎,2021-07-12,0
127023.XSHE,华菱转2,已公告强赎,2021-07-12,152
113040.XSHG,星宇转债,已公告强赎,2021-07-12,193
113575.XSHG,东时转债,规模小于一亿,2021-07-12,334
128032.XSHE,双环转债,已公告强赎,2021-07-12,335
123030.XSHE,九洲转债,规模小于一亿,2021-07-12,342
113509.XSHG,新泉转债,规模小于一亿,2021-07-12,343
123034.XSHE,通光转债,规模小于一亿,2021-07-12,345
123046.XSHE,天铁转债,规模小于一亿,2021-07-12,348
128030.XSHE,天康转债,规模小于一亿,2021-07-12,351
123018.XSHE,溢利转债,规模小于一亿,2021-07-12,356
123031.XSHE,晶瑞转债,规模小于一亿,2021-07-12,361
113580.XSHG,康隆转债,规模小于一亿,2021-07-12,362
110044.XSHG,广电转债,规模小于一亿,2021-07-12,364
128041.XSHE,盛路转债,规模小于一亿,2021-07-12,367
123013.XSHE,横河转债,规模小于一亿,2021-07-12,369
123029.XSHE,英科转债,规模小于一亿,2021-07-12,370
127023.XSHE,华菱转2,已公告强赎,2021-07-19,0
113040.XSHG,星宇转债,已公告强赎,2021-07-19,118
113611.XSHG,福20转债,已公告强赎,2021-07-19,309
128032.XSHE,双环转债,已公告强赎,2021-07-19,321
123007.XSHE,道氏转债,已公告强赎,2021-07-19,331
113575.XSHG,东时转债,规模小于一亿,2021-07-19,335
113509.XSHG,新泉转债,规模小于一亿,2021-07-19,342
123034.XSHE,通光转债,规模小于一亿,2021-07-19,348
123030.XSHE,九洲转债,规模小于一亿,2021-07-19,349
123046.XSHE,天铁转债,规模小于一亿,2021-07-19,352
128030.XSHE,天康转债,规模小于一亿,2021-07-19,354
123018.XSHE,溢利转债,规模小于一亿,2021-07-19,356
123031.XSHE,晶瑞转债,规模小于一亿,2021-07-19,362
113580.XSHG,康隆转债,规模小于一亿,2021-07-19,363
110044.XSHG,广电转债,规模小于一亿,2021-07-19,366
128041.XSHE,盛路转债,规模小于一亿,2021-07-19,368
123013.XSHE,横河转债,规模小于一亿,2021-07-19,369
123029.XSHE,英科转债,规模小于一亿,2021-07-19,370
127023.XSHE,华菱转2,已公告强赎,2021-07-26,0
113040.XSHG,星宇转债,已公告强赎,2021-07-26,99
128032.XSHE,双环转债,规模小于一亿,2021-07-26,279
123007.XSHE,道氏转债,已公告强赎,2021-07-26,320
113611.XSHG,福20转债,已公告强赎,2021-07-26,332
113575.XSHG,东时转债,规模小于一亿,2021-07-26,337
113509.XSHG,新泉转债,规模小于一亿,2021-07-26,346
123030.XSHE,九洲转债,规模小于一亿,2021-07-26,348
128030.XSHE,天康转债,规模小于一亿,2021-07-26,357
123034.XSHE,通光转债,规模小于一亿,2021-07-26,358
123018.XSHE,溢利转债,规模小于一亿,2021-07-26,359
123046.XSHE,天铁转债,规模小于一亿,2021-07-26,360
113580.XSHG,康隆转债,规模小于一亿,2021-07-26,367
123031.XSHE,晶瑞转债,规模小于一亿,2021-07-26,368
110044.XSHG,广电转债,规模小于一亿,2021-07-26,370
128041.XSHE,盛路转债,规模小于一亿,2021-07-26,372
123013.XSHE,横河转债,规模小于一亿,2021-07-26,373
123029.XSHE,英科转债,规模小于一亿,2021-07-26,374
128032.XSHE,双环转债,已公告强赎,2021-08-02,0
128064.XSHE,司尔转债,已公告强赎,2021-08-02,23
113040.XSHG,星宇转债,已公告强赎,2021-08-02,129
123033.XSHE,金力转债,已公告强赎,2021-08-02,198
123007.XSHE,道氏转债,规模小于一亿,2021-08-02,317
123079.XSHE,运达转债,已公告强赎,2021-08-02,321
113575.XSHG,东时转债,规模小于一亿,2021-08-02,331
123066.XSHE,赛意转债,规模小于一亿,2021-08-02,336
123034.XSHE,通光转债,规模小于一亿,2021-08-02,344
123030.XSHE,九洲转债,规模小于一亿,2021-08-02,345
113509.XSHG,新泉转债,规模小于一亿,2021-08-02,347
128030.XSHE,天康转债,规模小于一亿,2021-08-02,353
123018.XSHE,溢利转债,规模小于一亿,2021-08-02,355
123046.XSHE,天铁转债,规模小于一亿,2021-08-02,356
113580.XSHG,康隆转债,规模小于一亿,2021-08-02,364
110044.XSHG,广电转债,规模小于一亿,2021-08-02,368
128041.XSHE,盛路转债,规模小于一亿,2021-08-02,369
123031.XSHE,晶瑞转债,规模小于一亿,2021-08-02,370
123013.XSHE,横河转债,规模小于一亿,2021-08-02,371
123029.XSHE,英科转债,规模小于一亿,2021-08-02,372
113508.XSHG,新凤转债,已公告强赎,2021-08-09,13
128064.XSHE,司尔转债,已公告强赎,2021-08-09,25
110077.XSHG,洪城转债,停牌,2021-08-09,73
123033.XSHE,金力转债,已公告强赎,2021-08-09,219
128051.XSHE,光华转债,已公告强赎,2021-08-09,264
123007.XSHE,道氏转债,规模小于一亿,2021-08-09,311
123079.XSHE,运达转债,已公告强赎,2021-08-09,314
123066.XSHE,赛意转债,规模小于一亿,2021-08-09,323
113575.XSHG,东时转债,规模小于一亿,2021-08-09,336
113509.XSHG,新泉转债,规模小于一亿,2021-08-09,339
123030.XSHE,九洲转债,规模小于一亿,2021-08-09,340
123034.XSHE,通光转债,规模小于一亿,2021-08-09,346
123018.XSHE,溢利转债,规模小于一亿,2021-08-09,352
123046.XSHE,天铁转债,规模小于一亿,2021-08-09,354
128030.XSHE,天康转债,规模小于一亿,2021-08-09,357
113580.XSHG,康隆转债,规模小于一亿,2021-08-09,365
110044.XSHG,广电转债,规模小于一亿,2021-08-09,366
128041.XSHE,盛路转债,规模小于一亿,2021-08-09,369
123031.XSHE,晶瑞转债,规模小于一亿,2021-08-09,370
123013.XSHE,横河转债,规模小于一亿,2021-08-09,371
123029.XSHE,英科转债,规模小于一亿,2021-08-09,372
123066.XSHE,赛意转债,已公告强赎,2021-08-16,0
123007.XSHE,道氏转债,已公告强赎,2021-08-16,1
113508.XSHG,新凤转债,已公告强赎,2021-08-16,26
123033.XSHE,金力转债,已公告强赎,2021-08-16,176
128064.XSHE,司尔转债,已公告强赎,2021-08-16,305
128051.XSHE,光华转债,规模小于一亿,2021-08-16,306
123079.XSHE,运达转债,已公告强赎,2021-08-16,319
113575.XSHG,东时转债,规模小于一亿,2021-08-16,335
113509.XSHG,新泉转债,规模小于一亿,2021-08-16,338
123094.XSHE,星源转2,已公告强赎,2021-08-16,345
123030.XSHE,九洲转债,规模小于一亿,2021-08-16,346
123018.XSHE,溢利转债,规模小于一亿,2021-08-16,352
123046.XSHE,天铁转债,规模小于一亿,2021-08-16,355
123034.XSHE,通光转债,规模小于一亿,2021-08-16,359
128030.XSHE,天康转债,规模小于一亿,2021-08-16,360
113580.XSHG,康隆转债,规模小于一亿,2021-08-16,366
110044.XSHG,广电转债,规模小于一亿,2021-08-16,367
128041.XSHE,盛路转债,规模小于一亿,2021-08-16,371
123031.XSHE,晶瑞转债,规模小于一亿,2021-08-16,372
123013.XSHE,横河转债,规模小于一亿,2021-08-16,373
123029.XSHE,英科转债,规模小于一亿,2021-08-16,374
123066.XSHE,赛意转债,已公告强赎,2021-08-23,0
113508.XSHG,新凤转债,已公告强赎,2021-08-23,2
113012.XSHG,骆驼转债,已公告强赎,2021-08-23,79
123033.XSHE,金力转债,已公告强赎,2021-08-23,133
128064.XSHE,司尔转债,规模小于一亿,2021-08-23,186
128051.XSHE,光华转债,规模小于一亿,2021-08-23,311
113575.XSHG,东时转债,规模小于一亿,2021-08-23,329
123094.XSHE,星源转2,已公告强赎,2021-08-23,330
123079.XSHE,运达转债,已公告强赎,2021-08-23,342
123030.XSHE,九洲转债,规模小于一亿,2021-08-23,346
123018.XSHE,溢利转债,规模小于一亿,2021-08-23,351
123034.XSHE,通光转债,规模小于一亿,2021-08-23,355
128030.XSHE,天康转债,规模小于一亿,2021-08-23,361
123046.XSHE,天铁转债,规模小于一亿,2021-08-23,364
110044.XSHG,广电转债,规模小于一亿,2021-08-23,367
113580.XSHG,康隆转债,规模小于一亿,2021-08-23,368
128041.XSHE,盛路转债,规模小于一亿,2021-08-23,372
123031.XSHE,晶瑞转债,规模小于一亿,2021-08-23,373
123013.XSHE,横河转债,规模小于一亿,2021-08-23,374
123029.XSHE,英科转债,规模小于一亿,2021-08-23,375
128064.XSHE,司尔转债,已公告强赎,2021-08-30,0
113508.XSHG,新凤转债,已公告强赎,2021-08-30,4
113012.XSHG,骆驼转债,已公告强赎,2021-08-30,158
123033.XSHE,金力转债,已公告强赎,2021-08-30,164
113612.XSHG,永冠转债,已公告强赎,2021-08-30,204
113575.XSHG,东时转债,规模小于一亿,2021-08-30,322
128051.XSHE,光华转债,规模小于一亿,2021-08-30,326
123094.XSHE,星源转2,已公告强赎,2021-08-30,329
123030.XSHE,九洲转债,规模小于一亿,2021-08-30,332
123079.XSHE,运达转债,规模小于一亿,2021-08-30,340
123018.XSHE,溢利转债,规模小于一亿,2021-08-30,349
123034.XSHE,通光转债,规模小于一亿,2021-08-30,355
128030.XSHE,天康转债,规模小于一亿,2021-08-30,363
110044.XSHG,广电转债,规模小于一亿,2021-08-30,366
123046.XSHE,天铁转债,规模小于一亿,2021-08-30,367
113580.XSHG,康隆转债,规模小于一亿,2021-08-30,368
128041.XSHE,盛路转债,规模小于一亿,2021-08-30,373
123031.XSHE,晶瑞转债,规模小于一亿,2021-08-30,374
123013.XSHE,横河转债,规模小于一亿,2021-08-30,375
123029.XSHE,英科转债,规模小于一亿,2021-08-30,376
123033.XSHE,金力转债,已公告强赎,2021-09-06,0
113612.XSHG,永冠转债,已公告强赎,2021-09-06,239
128051.XSHE,光华转债,规模小于一亿,2021-09-06,303
113575.XSHG,东时转债,规模小于一亿,2021-09-06,325
123030.XSHE,九洲转债,规模小于一亿,2021-09-06,332
123094.XSHE,星源转2,已公告强赎,2021-09-06,343
123018.XSHE,溢利转债,规模小于一亿,2021-09-06,347
123034.XSHE,通光转债,规模小于一亿,2021-09-06,349
123079.XSHE,运达转债,规模小于一亿,2021-09-06,350
128030.XSHE,天康转债,规模小于一亿,2021-09-06,363
110044.XSHG,广电转债,规模小于一亿,2021-09-06,365
113580.XSHG,康隆转债,规模小于一亿,2021-09-06,366
123046.XSHE,天铁转债,规模小于一亿,2021-09-06,367
128041.XSHE,盛路转债,规模小于一亿,2021-09-06,372
123031.XSHE,晶瑞转债,规模小于一亿,2021-09-06,373
123013.XSHE,横河转债,规模小于一亿,2021-09-06,374
123029.XSHE,英科转债,规模小于一亿,2021-09-06,375
123079.XSHE,运达转债,已公告强赎,2021-09-13,0
128051.XSHE,光华转债,已公告强赎,2021-09-13,1
123094.XSHE,星源转2,已公告强赎,2021-09-13,2
113014.XSHG,林洋转债,已公告强赎,2021-09-13,53
113572.XSHG,三祥转债,已公告强赎,2021-09-13,245
113575.XSHG,东时转债,规模小于一亿,2021-09-13,325
123030.XSHE,九洲转债,规模小于一亿,2021-09-13,341
123018.XSHE,溢利转债,规模小于一亿,2021-09-13,347
123034.XSHE,通光转债,规模小于一亿,2021-09-13,352
123046.XSHE,天铁转债,规模小于一亿,2021-09-13,361
128030.XSHE,天康转债,规模小于一亿,2021-09-13,364
110044.XSHG,广电转债,规模小于一亿,2021-09-13,366
113580.XSHG,康隆转债,规模小于一亿,2021-09-13,369
123031.XSHE,晶瑞转债,规模小于一亿,2021-09-13,373
128041.XSHE,盛路转债,规模小于一亿,2021-09-13,374
123013.XSHE,横河转债,规模小于一亿,2021-09-13,375
123029.XSHE,英科转债,规模小于一亿,2021-09-13,376
123030.XSHE,九洲转债,已公告强赎,2021-09-22,0
123068.XSHE,弘信转债,已公告强赎,2021-09-22,3
123051.XSHE,今天转债,已公告强赎,2021-09-22,4
128018.XSHE,时达转债,已公告强赎,2021-09-22,8
113014.XSHG,林洋转债,已公告强赎,2021-09-22,199
113572.XSHG,三祥转债,规模小于一亿,2021-09-22,218
123028.XSHE,清水转债,停牌,2021-09-22,321
113575.XSHG,东时转债,规模小于一亿,2021-09-22,323
123047.XSHE,久吾转债,已公告强赎,2021-09-22,344
123018.XSHE,溢利转债,规模小于一亿,2021-09-22,348
123034.XSHE,通光转债,规模小于一亿,2021-09-22,351
128030.XSHE,天康转债,规模小于一亿,2021-09-22,356
110044.XSHG,广电转债,规模小于一亿,2021-09-22,364
123046.XSHE,天铁转债,规模小于一亿,2021-09-22,365
113580.XSHG,康隆转债,规模小于一亿,2021-09-22,368
123031.XSHE,晶瑞转债,规模小于一亿,2021-09-22,371
128041.XSHE,盛路转债,规模小于一亿,2021-09-22,372
123013.XSHE,横河转债,规模小于一亿,2021-09-22,374
123029.XSHE,英科转债,规模小于一亿,2021-09-22,375
