order_book_id,symbol,filtered_reason,date,rank
123030.XSHE,九洲转债,规模小于一亿: 96877200.0,2020-11-23,287
123034.XSHE,通光转债,规模小于一亿: 78065500.0,2020-11-23,300
113520.XSHG,百合转债,规模小于一亿: 55491683.84,2020-11-23,305
123031.XSHE,晶瑞转债,规模小于一亿: 63098100.0,2020-11-23,306
123018.XSHE,溢利转债,规模小于一亿: 54331200.0,2020-11-23,307
127008.XSHE,特发转债,规模小于一亿: 59324100.0,2020-11-23,309
113581.XSHG,龙蟠转债,规模小于一亿: 48713234.32,2020-11-23,310
128052.XSHE,凯龙转债,规模小于一亿: 32001300.0,2020-11-23,311
128041.XSHE,盛路转债,规模小于一亿: 53002700.0,2020-11-23,313
110044.XSHG,广电转债,规模小于一亿: 70911075.3,2020-11-23,315
113555.XSHG,振德转债,规模小于一亿: 55903449.64,2020-11-23,316
123013.XSHE,横河转债,规模小于一亿: 38244300.0,2020-11-23,317
128058.XSHE,拓邦转债,已公告强赎: 2020-11-04,2020-11-30,0
128098.XSHE,康弘转债,已公告强赎: 2020-10-13,2020-11-30,1
113020.XSHG,桐昆转债,已公告强赎: 2020-11-19,2020-11-30,2
128104.XSHE,裕同转债,已公告强赎: 2020-11-28,2020-11-30,4
123032.XSHE,万里转债,已公告强赎: 2020-11-03,2020-11-30,13
113553.XSHG,金牌转债,规模小于一亿: 80158263.44,2020-11-30,39
128019.XSHE,久立转2,已公告强赎: 2020-11-25,2020-11-30,102
123026.XSHE,中环转债,规模小于一亿: 59371500.0,2020-11-30,196
128012.XSHE,辉丰转债,"无/低成交, 量:nan, 额:0.0",2020-11-30,252
123036.XSHE,先导转债,已公告强赎: 2020-11-04,2020-11-30,270
128102.XSHE,海大转债,已公告强赎: 2020-11-17,2020-11-30,276
123030.XSHE,九洲转债,规模小于一亿: 96876200.0,2020-11-30,277
113580.XSHG,康隆转债,规模小于一亿: 96353216.11,2020-11-30,282
128030.XSHE,天康转债,规模小于一亿: 97506600.0,2020-11-30,291
123034.XSHE,通光转债,规模小于一亿: 78050500.0,2020-11-30,302
113520.XSHG,百合转债,规模小于一亿: 55487685.44,2020-11-30,308
123031.XSHE,晶瑞转债,规模小于一亿: 63098100.0,2020-11-30,309
127008.XSHE,特发转债,规模小于一亿: 59324100.0,2020-11-30,310
128052.XSHE,凯龙转债,规模小于一亿: 31999300.0,2020-11-30,312
123018.XSHE,溢利转债,规模小于一亿: 54331200.0,2020-11-30,313
113581.XSHG,龙蟠转债,规模小于一亿: 22304229.52,2020-11-30,315
128041.XSHE,盛路转债,规模小于一亿: 52998700.0,2020-11-30,316
110044.XSHG,广电转债,规模小于一亿: 70911075.3,2020-11-30,318
113555.XSHG,振德转债,规模小于一亿: 27668578.27,2020-11-30,319
123013.XSHE,横河转债,规模小于一亿: 38244300.0,2020-11-30,320
123032.XSHE,万里转债,已公告强赎: 2020-11-03,2020-12-07,0
113020.XSHG,桐昆转债,已公告强赎: 2020-11-19,2020-12-07,1
128104.XSHE,裕同转债,已公告强赎: 2020-11-28,2020-12-07,12
128019.XSHE,久立转2,已公告强赎: 2020-11-25,2020-12-07,144
123026.XSHE,中环转债,规模小于一亿: 59298500.0,2020-12-07,172
113598.XSHG,法兰转债,"无/低成交, 量:3800.0, 额:467422.0",2020-12-07,180
128012.XSHE,辉丰转债,"无/低成交, 量:nan, 额:0.0",2020-12-07,264
123030.XSHE,九洲转债,规模小于一亿: 96876200.0,2020-12-07,268
113580.XSHG,康隆转债,规模小于一亿: 74692020.15,2020-12-07,284
123036.XSHE,先导转债,已公告强赎: 2020-11-04,2020-12-07,285
128102.XSHE,海大转债,已公告强赎: 2020-11-17,2020-12-07,290
128030.XSHE,天康转债,规模小于一亿: 97503600.0,2020-12-07,294
123034.XSHE,通光转债,规模小于一亿: 78047500.0,2020-12-07,302
113520.XSHG,百合转债,规模小于一亿: 55479688.64,2020-12-07,309
123031.XSHE,晶瑞转债,规模小于一亿: 63098100.0,2020-12-07,311
127008.XSHE,特发转债,规模小于一亿: 59321100.0,2020-12-07,312
123018.XSHE,溢利转债,规模小于一亿: 54331200.0,2020-12-07,314
128052.XSHE,凯龙转债,规模小于一亿: 31999300.0,2020-12-07,315
113581.XSHG,龙蟠转债,规模小于一亿: 15948627.6,2020-12-07,316
128041.XSHE,盛路转债,规模小于一亿: 52998700.0,2020-12-07,317
110044.XSHG,广电转债,规模小于一亿: 70910081.7,2020-12-07,319
123013.XSHE,横河转债,规模小于一亿: 38244300.0,2020-12-07,321
113020.XSHG,桐昆转债,已公告强赎: 2020-11-19,2020-12-14,0
123036.XSHE,先导转债,已公告强赎: 2020-11-04,2020-12-14,1
123026.XSHE,中环转债,已公告强赎: 2020-10-28,2020-12-14,8
128104.XSHE,裕同转债,已公告强赎: 2020-11-28,2020-12-14,10
113562.XSHG,璞泰转债,已公告强赎: 2020-12-14,2020-12-14,11
128019.XSHE,久立转2,已公告强赎: 2020-11-25,2020-12-14,91
128123.XSHE,国光转债,"无/低成交, 量:3490.0, 额:394089.0",2020-12-14,177
110053.XSHG,苏银转债,停牌,2020-12-14,228
128012.XSHE,辉丰转债,"无/低成交, 量:nan, 额:0.0",2020-12-14,268
123030.XSHE,九洲转债,规模小于一亿: 96876200.0,2020-12-14,275
113580.XSHG,康隆转债,规模小于一亿: 68654473.47,2020-12-14,280
128030.XSHE,天康转债,规模小于一亿: 97502600.0,2020-12-14,284
128102.XSHE,海大转债,已公告强赎: 2020-11-17,2020-12-14,285
123034.XSHE,通光转债,规模小于一亿: 78044500.0,2020-12-14,303
113520.XSHG,百合转债,规模小于一亿: 55442703.44,2020-12-14,305
123031.XSHE,晶瑞转债,规模小于一亿: 63097100.0,2020-12-14,309
127008.XSHE,特发转债,规模小于一亿: 59321100.0,2020-12-14,310
128052.XSHE,凯龙转债,规模小于一亿: 31999300.0,2020-12-14,313
123018.XSHE,溢利转债,规模小于一亿: 54327200.0,2020-12-14,314
128041.XSHE,盛路转债,规模小于一亿: 52998700.0,2020-12-14,316
110044.XSHG,广电转债,规模小于一亿: 70910081.7,2020-12-14,317
123013.XSHE,横河转债,规模小于一亿: 38244300.0,2020-12-14,319
113020.XSHG,桐昆转债,已公告强赎: 2020-11-19,2020-12-21,0
123026.XSHE,中环转债,已公告强赎: 2020-10-28,2020-12-21,1
128104.XSHE,裕同转债,已公告强赎: 2020-11-28,2020-12-21,61
113032.XSHG,桐20转债,已公告强赎: 2020-12-17,2020-12-21,145
128019.XSHE,久立转2,已公告强赎: 2020-11-25,2020-12-21,175
123046.XSHE,天铁转债,规模小于一亿: 99025500.0,2020-12-21,235
123030.XSHE,九洲转债,规模小于一亿: 96875200.0,2020-12-21,269
128030.XSHE,天康转债,规模小于一亿: 97492600.0,2020-12-21,277
128102.XSHE,海大转债,规模小于一亿: 77506300.0,2020-12-21,285
113580.XSHG,康隆转债,规模小于一亿: 57747128.01,2020-12-21,289
128012.XSHE,辉丰转债,"无/低成交, 量:nan, 额:0.0",2020-12-21,291
113520.XSHG,百合转债,规模小于一亿: 25576640.36,2020-12-21,302
123034.XSHE,通光转债,规模小于一亿: 78044500.0,2020-12-21,305
123031.XSHE,晶瑞转债,规模小于一亿: 63097100.0,2020-12-21,309
127008.XSHE,特发转债,规模小于一亿: 59321100.0,2020-12-21,310
128052.XSHE,凯龙转债,规模小于一亿: 31999300.0,2020-12-21,314
123018.XSHE,溢利转债,规模小于一亿: 54327200.0,2020-12-21,315
128041.XSHE,盛路转债,规模小于一亿: 52992700.0,2020-12-21,316
110044.XSHG,广电转债,规模小于一亿: 70910081.7,2020-12-21,318
123013.XSHE,横河转债,规模小于一亿: 38244300.0,2020-12-21,320
128102.XSHE,海大转债,已公告强赎: 2020-11-17,2020-12-28,0
128104.XSHE,裕同转债,已公告强赎: 2020-11-28,2020-12-28,113
113032.XSHG,桐20转债,已公告强赎: 2020-12-17,2020-12-28,194
128019.XSHE,久立转2,已公告强赎: 2020-11-25,2020-12-28,211
123046.XSHE,天铁转债,规模小于一亿: 99022200.0,2020-12-28,215
128030.XSHE,天康转债,规模小于一亿: 97469600.0,2020-12-28,259
123030.XSHE,九洲转债,规模小于一亿: 96872200.0,2020-12-28,278
128012.XSHE,辉丰转债,"无/低成交, 量:nan, 额:0.0",2020-12-28,295
113580.XSHG,康隆转债,规模小于一亿: 46311946.23,2020-12-28,300
113520.XSHG,百合转债,规模小于一亿: 21527980.44,2020-12-28,305
123034.XSHE,通光转债,规模小于一亿: 78026500.0,2020-12-28,313
123031.XSHE,晶瑞转债,规模小于一亿: 63097100.0,2020-12-28,317
127008.XSHE,特发转债,规模小于一亿: 59321100.0,2020-12-28,320
123018.XSHE,溢利转债,规模小于一亿: 54327200.0,2020-12-28,323
128052.XSHE,凯龙转债,规模小于一亿: 31999300.0,2020-12-28,324
110044.XSHG,广电转债,规模小于一亿: 70906086.6,2020-12-28,325
128041.XSHE,盛路转债,规模小于一亿: 52992700.0,2020-12-28,328
123013.XSHE,横河转债,规模小于一亿: 38244300.0,2020-12-28,329
113008.XSHG,电气转债,临近赎回日: 2021-02-02,2021-01-04,5
128104.XSHE,裕同转债,已公告强赎: 2020-11-28,2021-01-04,121
113575.XSHG,东时转债,规模小于一亿: 99148000.0,2021-01-04,155
113032.XSHG,桐20转债,已公告强赎: 2020-12-17,2021-01-04,183
123046.XSHE,天铁转债,规模小于一亿: 99022200.0,2021-01-04,230
128019.XSHE,久立转2,已公告强赎: 2020-11-25,2021-01-04,235
123030.XSHE,九洲转债,规模小于一亿: 96867200.0,2021-01-04,260
128012.XSHE,辉丰转债,"无/低成交, 量:nan, 额:0",2021-01-04,281
128030.XSHE,天康转债,规模小于一亿: 97469600.0,2021-01-04,292
113520.XSHG,百合转债,规模小于一亿: 17316835.64,2021-01-04,304
123034.XSHE,通光转债,规模小于一亿: 78019400.0,2021-01-04,309
123031.XSHE,晶瑞转债,规模小于一亿: 63096100.0,2021-01-04,314
127008.XSHE,特发转债,规模小于一亿: 59321100.0,2021-01-04,315
113035.XSHG,福莱转债,已公告强赎: 2021-01-04,2021-01-04,316
123018.XSHE,溢利转债,规模小于一亿: 54327200.0,2021-01-04,320
113580.XSHG,康隆转债,规模小于一亿: 41186000.0,2021-01-04,322
128052.XSHE,凯龙转债,规模小于一亿: 31999300.0,2021-01-04,323
110044.XSHG,广电转债,规模小于一亿: 70906000.0,2021-01-04,325
128041.XSHE,盛路转债,规模小于一亿: 52992700.0,2021-01-04,328
123013.XSHE,横河转债,规模小于一亿: 38244300.0,2021-01-04,329
128019.XSHE,久立转2,已公告强赎: 2020-11-25,2021-01-11,0
128104.XSHE,裕同转债,已公告强赎: 2020-11-28,2021-01-11,1
113008.XSHG,电气转债,临近赎回日: 2021-02-02,2021-01-11,12
113575.XSHG,东时转债,规模小于一亿: 98552132.0,2021-01-11,159
123061.XSHE,航新转债,停牌,2021-01-11,196
128012.XSHE,辉丰转债,"无/低成交, 量:nan, 额:0.0",2021-01-11,244
113032.XSHG,桐20转债,已公告强赎: 2020-12-17,2021-01-11,265
123046.XSHE,天铁转债,规模小于一亿: 99022200.0,2021-01-11,267
123030.XSHE,九洲转债,规模小于一亿: 96866200.0,2021-01-11,294
123017.XSHE,寒锐转债,已公告强赎: 2021-01-07,2021-01-11,299
128030.XSHE,天康转债,规模小于一亿: 97467600.0,2021-01-11,300
113035.XSHG,福莱转债,已公告强赎: 2021-01-04,2021-01-11,317
123034.XSHE,通光转债,规模小于一亿: 78019400.0,2021-01-11,319
127008.XSHE,特发转债,规模小于一亿: 59311100.0,2021-01-11,322
128110.XSHE,永兴转债,已公告强赎: 2021-01-07,2021-01-11,323
123031.XSHE,晶瑞转债,规模小于一亿: 63093100.0,2021-01-11,324
123018.XSHE,溢利转债,规模小于一亿: 54317200.0,2021-01-11,325
110044.XSHG,广电转债,规模小于一亿: 70906000.0,2021-01-11,329
113580.XSHG,康隆转债,规模小于一亿: 41186000.0,2021-01-11,330
128052.XSHE,凯龙转债,规模小于一亿: 31997600.0,2021-01-11,331
128041.XSHE,盛路转债,规模小于一亿: 52992700.0,2021-01-11,333
123013.XSHE,横河转债,规模小于一亿: 38243300.0,2021-01-11,334
113008.XSHG,电气转债,临近赎回日: 2021-02-02,2021-01-18,4
123055.XSHE,晨光转债,已公告强赎: 2021-01-14,2021-01-18,60
128012.XSHE,辉丰转债,"无/低成交, 量:nan, 额:0",2021-01-18,216
113556.XSHG,至纯转债,已公告强赎: 2021-01-15,2021-01-18,268
123017.XSHE,寒锐转债,已公告强赎: 2021-01-07,2021-01-18,289
128112.XSHE,歌尔转2,已公告强赎: 2021-01-16,2021-01-18,299
113575.XSHG,东时转债,规模小于一亿: 98550151.84,2021-01-18,305
123046.XSHE,天铁转债,规模小于一亿: 99022200.0,2021-01-18,309
123030.XSHE,九洲转债,规模小于一亿: 96865200.0,2021-01-18,314
128030.XSHE,天康转债,规模小于一亿: 97465600.0,2021-01-18,316
113035.XSHG,福莱转债,已公告强赎: 2021-01-04,2021-01-18,322
123034.XSHE,通光转债,规模小于一亿: 78018400.0,2021-01-18,324
123031.XSHE,晶瑞转债,规模小于一亿: 63091100.0,2021-01-18,325
127008.XSHE,特发转债,规模小于一亿: 59311100.0,2021-01-18,326
128110.XSHE,永兴转债,已公告强赎: 2021-01-07,2021-01-18,327
123018.XSHE,溢利转债,规模小于一亿: 54317200.0,2021-01-18,332
113586.XSHG,上机转债,规模小于一亿: 56421892.6,2021-01-18,333
110044.XSHG,广电转债,规模小于一亿: 70906000.0,2021-01-18,334
128052.XSHE,凯龙转债,规模小于一亿: 31997600.0,2021-01-18,335
113580.XSHG,康隆转债,规模小于一亿: 41186000.0,2021-01-18,336
128041.XSHE,盛路转债,规模小于一亿: 52990700.0,2021-01-18,338
123013.XSHE,横河转债,规模小于一亿: 38243300.0,2021-01-18,339
113008.XSHG,电气转债,停牌,2021-01-25,5
123055.XSHE,晨光转债,已公告强赎: 2021-01-14,2021-01-25,93
110077.XSHG,洪城转债,停牌,2021-01-25,127
113556.XSHG,至纯转债,已公告强赎: 2021-01-15,2021-01-25,238
128012.XSHE,辉丰转债,"无/低成交, 量:nan, 额:0",2021-01-25,280
128112.XSHE,歌尔转2,已公告强赎: 2021-01-16,2021-01-25,283
123046.XSHE,天铁转债,规模小于一亿: 99020200.0,2021-01-25,297
123017.XSHE,寒锐转债,已公告强赎: 2021-01-07,2021-01-25,301
123030.XSHE,九洲转债,规模小于一亿: 96861200.0,2021-01-25,314
128115.XSHE,巨星转债,已公告强赎: 2021-01-23,2021-01-25,322
123034.XSHE,通光转债,规模小于一亿: 78014400.0,2021-01-25,323
128030.XSHE,天康转债,规模小于一亿: 97206600.0,2021-01-25,324
113035.XSHG,福莱转债,已公告强赎: 2021-01-04,2021-01-25,325
113575.XSHG,东时转债,规模小于一亿: 98549161.76,2021-01-25,326
127008.XSHE,特发转债,规模小于一亿: 59311100.0,2021-01-25,327
128065.XSHE,雅化转债,已公告强赎: 2021-01-25,2021-01-25,328
123031.XSHE,晶瑞转债,规模小于一亿: 63091100.0,2021-01-25,329
128028.XSHE,赣锋转债,已公告强赎: 2021-01-23,2021-01-25,330
128110.XSHE,永兴转债,规模小于一亿: 83557800.0,2021-01-25,334
123018.XSHE,溢利转债,规模小于一亿: 54317200.0,2021-01-25,335
128052.XSHE,凯龙转债,规模小于一亿: 31997600.0,2021-01-25,336
110044.XSHG,广电转债,规模小于一亿: 70906000.0,2021-01-25,337
113580.XSHG,康隆转债,规模小于一亿: 41186000.0,2021-01-25,338
128041.XSHE,盛路转债,规模小于一亿: 52990400.0,2021-01-25,340
123013.XSHE,横河转债,规模小于一亿: 38243300.0,2021-01-25,341
113008.XSHG,电气转债,停牌,2021-02-01,28
128010.XSHE,蔚蓝转债,已公告强赎: 2021-01-30,2021-02-01,67
123055.XSHE,晨光转债,已公告强赎: 2021-01-14,2021-02-01,171
113587.XSHG,泛微转债,已公告强赎: 2021-02-01,2021-02-01,219
128112.XSHE,歌尔转2,已公告强赎: 2021-01-16,2021-02-01,238
123046.XSHE,天铁转债,规模小于一亿: 99018200.0,2021-02-01,262
123030.XSHE,九洲转债,规模小于一亿: 96804200.0,2021-02-01,283
127008.XSHE,特发转债,规模小于一亿: 59308100.0,2021-02-01,287
123017.XSHE,寒锐转债,已公告强赎: 2021-01-07,2021-02-01,289
128012.XSHE,辉丰转债,"无/低成交, 量:nan, 额:0",2021-02-01,296
113575.XSHG,东时转债,规模小于一亿: 98541168.32,2021-02-01,305
123034.XSHE,通光转债,规模小于一亿: 78014400.0,2021-02-01,321
128065.XSHE,雅化转债,已公告强赎: 2021-01-25,2021-02-01,322
123031.XSHE,晶瑞转债,规模小于一亿: 63090100.0,2021-02-01,324
123018.XSHE,溢利转债,规模小于一亿: 54317200.0,2021-02-01,325
128028.XSHE,赣锋转债,已公告强赎: 2021-01-23,2021-02-01,328
128110.XSHE,永兴转债,规模小于一亿: 83053000.0,2021-02-01,330
128115.XSHE,巨星转债,已公告强赎: 2021-01-23,2021-02-01,332
128052.XSHE,凯龙转债,规模小于一亿: 31997600.0,2021-02-01,334
128030.XSHE,天康转债,规模小于一亿: 97189600.0,2021-02-01,335
110044.XSHG,广电转债,规模小于一亿: 70906000.0,2021-02-01,336
113580.XSHG,康隆转债,规模小于一亿: 41144014.43,2021-02-01,337
128041.XSHE,盛路转债,规模小于一亿: 52990400.0,2021-02-01,339
123013.XSHE,横河转债,规模小于一亿: 38243300.0,2021-02-01,340
128010.XSHE,蔚蓝转债,已公告强赎: 2021-01-30,2021-02-08,81
123055.XSHE,晨光转债,已公告强赎: 2021-01-14,2021-02-08,165
128112.XSHE,歌尔转2,已公告强赎: 2021-01-16,2021-02-08,192
123046.XSHE,天铁转债,规模小于一亿: 99017200.0,2021-02-08,243
127008.XSHE,特发转债,规模小于一亿: 58589400.0,2021-02-08,244
113587.XSHG,泛微转债,规模小于一亿: 79559171.92,2021-02-08,255
123030.XSHE,九洲转债,规模小于一亿: 96803200.0,2021-02-08,261
123017.XSHE,寒锐转债,已公告强赎: 2021-01-07,2021-02-08,270
113575.XSHG,东时转债,规模小于一亿: 98541168.32,2021-02-08,294
128012.XSHE,辉丰转债,"无/低成交, 量:nan, 额:0",2021-02-08,301
113590.XSHG,海容转债,已公告强赎: 2021-02-02,2021-02-08,303
128065.XSHE,雅化转债,已公告强赎: 2021-01-25,2021-02-08,317
123034.XSHE,通光转债,规模小于一亿: 78014400.0,2021-02-08,319
123031.XSHE,晶瑞转债,规模小于一亿: 63090100.0,2021-02-08,321
128052.XSHE,凯龙转债,规模小于一亿: 31810600.0,2021-02-08,323
123018.XSHE,溢利转债,规模小于一亿: 54317200.0,2021-02-08,327
128110.XSHE,永兴转债,规模小于一亿: 60480700.0,2021-02-08,328
128028.XSHE,赣锋转债,已公告强赎: 2021-01-23,2021-02-08,332
128115.XSHE,巨星转债,已公告强赎: 2021-01-23,2021-02-08,333
110044.XSHG,广电转债,规模小于一亿: 70906000.0,2021-02-08,336
128030.XSHE,天康转债,规模小于一亿: 97189600.0,2021-02-08,337
113580.XSHG,康隆转债,规模小于一亿: 41144014.43,2021-02-08,338
128041.XSHE,盛路转债,规模小于一亿: 52989400.0,2021-02-08,340
123013.XSHE,横河转债,规模小于一亿: 38243300.0,2021-02-08,341
113524.XSHG,奇精转债,"无/低成交, 量:0.0, 额:0",2021-02-18,51
128010.XSHE,蔚蓝转债,已公告强赎: 2021-01-30,2021-02-18,71
123055.XSHE,晨光转债,已公告强赎: 2021-01-14,2021-02-18,150
113608.XSHG,威派转债,"无/低成交, 量:2680.0, 额:260253",2021-02-18,152
113587.XSHG,泛微转债,规模小于一亿: 69690499.61,2021-02-18,224
123046.XSHE,天铁转债,规模小于一亿: 99016200.0,2021-02-18,231
113583.XSHG,益丰转债,已公告强赎: 2021-02-09,2021-02-18,238
128112.XSHE,歌尔转2,已公告强赎: 2021-01-16,2021-02-18,239
127008.XSHE,特发转债,规模小于一亿: 58543400.0,2021-02-18,254
123030.XSHE,九洲转债,规模小于一亿: 96791200.0,2021-02-18,257
128131.XSHE,崇达转2,"无/低成交, 量:4356.0, 额:432436",2021-02-18,272
113575.XSHG,东时转债,规模小于一亿: 98539188.16,2021-02-18,276
123017.XSHE,寒锐转债,已公告强赎: 2021-01-07,2021-02-18,277
128012.XSHE,辉丰转债,"无/低成交, 量:nan, 额:0",2021-02-18,295
113590.XSHG,海容转债,已公告强赎: 2021-02-02,2021-02-18,307
123034.XSHE,通光转债,规模小于一亿: 78013400.0,2021-02-18,313
123031.XSHE,晶瑞转债,规模小于一亿: 63079100.0,2021-02-18,314
113592.XSHG,安20转债,已公告强赎: 2021-02-10,2021-02-18,320
128065.XSHE,雅化转债,已公告强赎: 2021-01-25,2021-02-18,321
128052.XSHE,凯龙转债,规模小于一亿: 31794600.0,2021-02-18,324
123018.XSHE,溢利转债,规模小于一亿: 54317200.0,2021-02-18,326
128110.XSHE,永兴转债,规模小于一亿: 45267400.0,2021-02-18,332
110044.XSHG,广电转债,规模小于一亿: 70906000.0,2021-02-18,335
128115.XSHE,巨星转债,已公告强赎: 2021-01-23,2021-02-18,337
128028.XSHE,赣锋转债,已公告强赎: 2021-01-23,2021-02-18,338
128030.XSHE,天康转债,规模小于一亿: 96556600.0,2021-02-18,339
113580.XSHG,康隆转债,规模小于一亿: 41144014.43,2021-02-18,340
128041.XSHE,盛路转债,规模小于一亿: 52989400.0,2021-02-18,342
123013.XSHE,横河转债,规模小于一亿: 38243300.0,2021-02-18,343
113524.XSHG,奇精转债,停牌,2021-02-22,40
128010.XSHE,蔚蓝转债,已公告强赎: 2021-01-30,2021-02-22,95
123055.XSHE,晨光转债,已公告强赎: 2021-01-14,2021-02-22,160
113583.XSHG,益丰转债,已公告强赎: 2021-02-09,2021-02-22,183
113587.XSHG,泛微转债,已公告强赎: 2021-02-01,2021-02-22,218
127008.XSHE,特发转债,规模小于一亿: 58264900.0,2021-02-22,247
123030.XSHE,九洲转债,规模小于一亿: 96791200.0,2021-02-22,251
113575.XSHG,东时转债,规模小于一亿: 98539188.16,2021-02-22,254
128112.XSHE,歌尔转2,已公告强赎: 2021-01-16,2021-02-22,263
123046.XSHE,天铁转债,规模小于一亿: 99016200.0,2021-02-22,275
128012.XSHE,辉丰转债,"无/低成交, 量:nan, 额:0",2021-02-22,283
113590.XSHG,海容转债,已公告强赎: 2021-02-02,2021-02-22,294
123017.XSHE,寒锐转债,规模小于一亿: 64954400.0,2021-02-22,299
123034.XSHE,通光转债,规模小于一亿: 78013400.0,2021-02-22,319
123031.XSHE,晶瑞转债,规模小于一亿: 63079100.0,2021-02-22,320
113592.XSHG,安20转债,已公告强赎: 2021-02-10,2021-02-22,322
128052.XSHE,凯龙转债,规模小于一亿: 31775600.0,2021-02-22,325
128065.XSHE,雅化转债,规模小于一亿: 94784300.0,2021-02-22,326
123018.XSHE,溢利转债,规模小于一亿: 54317200.0,2021-02-22,329
128110.XSHE,永兴转债,已公告强赎: 2021-01-07,2021-02-22,336
128115.XSHE,巨星转债,规模小于一亿: 61610100.0,2021-02-22,337
110044.XSHG,广电转债,规模小于一亿: 70906000.0,2021-02-22,338
128028.XSHE,赣锋转债,已公告强赎: 2021-01-23,2021-02-22,339
128030.XSHE,天康转债,规模小于一亿: 96554600.0,2021-02-22,341
113580.XSHG,康隆转债,规模小于一亿: 41144014.43,2021-02-22,342
128041.XSHE,盛路转债,规模小于一亿: 52989400.0,2021-02-22,344
123013.XSHE,横河转债,规模小于一亿: 38243300.0,2021-02-22,345
128010.XSHE,蔚蓝转债,已公告强赎: 2021-01-30,2021-03-01,0
123017.XSHE,寒锐转债,已公告强赎: 2021-01-07,2021-03-01,1
128110.XSHE,永兴转债,已公告强赎: 2021-01-07,2021-03-01,2
128115.XSHE,巨星转债,已公告强赎: 2021-01-23,2021-03-01,3
123055.XSHE,晨光转债,已公告强赎: 2021-01-14,2021-03-01,4
110071.XSHG,湖盐转债,停牌,2021-03-01,93
113583.XSHG,益丰转债,已公告强赎: 2021-02-09,2021-03-01,121
127008.XSHE,特发转债,规模小于一亿: 49803400.0,2021-03-01,236
128112.XSHE,歌尔转2,已公告强赎: 2021-01-16,2021-03-01,248
113575.XSHG,东时转债,规模小于一亿: 98539188.16,2021-03-01,266
123030.XSHE,九洲转债,规模小于一亿: 96791200.0,2021-03-01,267
123046.XSHE,天铁转债,规模小于一亿: 99014200.0,2021-03-01,277
113590.XSHG,海容转债,已公告强赎: 2021-02-02,2021-03-01,287
128012.XSHE,辉丰转债,"无/低成交, 量:nan, 额:0.0",2021-03-01,303
113592.XSHG,安20转债,已公告强赎: 2021-02-10,2021-03-01,320
128065.XSHE,雅化转债,已公告强赎: 2021-01-25,2021-03-01,324
128052.XSHE,凯龙转债,规模小于一亿: 31771600.0,2021-03-01,328
123031.XSHE,晶瑞转债,规模小于一亿: 63079100.0,2021-03-01,331
123034.XSHE,通光转债,规模小于一亿: 78013400.0,2021-03-01,333
123018.XSHE,溢利转债,规模小于一亿: 54317200.0,2021-03-01,336
128028.XSHE,赣锋转债,已公告强赎: 2021-01-23,2021-03-01,337
128030.XSHE,天康转债,规模小于一亿: 95817600.0,2021-03-01,341
113580.XSHG,康隆转债,规模小于一亿: 41134025.99,2021-03-01,343
110044.XSHG,广电转债,规模小于一亿: 70906000.0,2021-03-01,344
128041.XSHE,盛路转债,规模小于一亿: 52989400.0,2021-03-01,346
123013.XSHE,横河转债,规模小于一亿: 38243300.0,2021-03-01,347
128028.XSHE,赣锋转债,已公告强赎: 2021-01-23,2021-03-08,0
128112.XSHE,歌尔转2,已公告强赎: 2021-01-16,2021-03-08,1
127008.XSHE,特发转债,已公告强赎: 2021-01-30,2021-03-08,2
128010.XSHE,蔚蓝转债,已公告强赎: 2021-01-30,2021-03-08,3
128065.XSHE,雅化转债,已公告强赎: 2021-01-25,2021-03-08,4
113029.XSHG,明阳转债,已公告强赎: 2021-03-05,2021-03-08,214
128123.XSHE,国光转债,"无/低成交, 量:4578.0, 额:485378.0",2021-03-08,216
123046.XSHE,天铁转债,规模小于一亿: 99013200.0,2021-03-08,269
123030.XSHE,九洲转债,规模小于一亿: 96782100.0,2021-03-08,276
113575.XSHG,东时转债,规模小于一亿: 98539188.16,2021-03-08,290
128012.XSHE,辉丰转债,"无/低成交, 量:nan, 额:0.0",2021-03-08,294
123031.XSHE,晶瑞转债,规模小于一亿: 63077100.0,2021-03-08,326
128052.XSHE,凯龙转债,规模小于一亿: 31743600.0,2021-03-08,328
123034.XSHE,通光转债,规模小于一亿: 78013400.0,2021-03-08,330
123018.XSHE,溢利转债,规模小于一亿: 54317200.0,2021-03-08,331
128030.XSHE,天康转债,规模小于一亿: 95816600.0,2021-03-08,335
113580.XSHG,康隆转债,规模小于一亿: 41134025.99,2021-03-08,336
110044.XSHG,广电转债,规模小于一亿: 70906000.0,2021-03-08,338
128041.XSHE,盛路转债,规模小于一亿: 52989400.0,2021-03-08,340
123013.XSHE,横河转债,规模小于一亿: 38243300.0,2021-03-08,341
128028.XSHE,赣锋转债,已公告强赎: 2021-01-23,2021-03-15,0
113029.XSHG,明阳转债,已公告强赎: 2021-03-05,2021-03-15,206
113038.XSHG,隆20转债,已公告强赎: 2021-03-12,2021-03-15,264
123046.XSHE,天铁转债,规模小于一亿: 99013200.0,2021-03-15,295
128012.XSHE,辉丰转债,"无/低成交, 量:nan, 额:0.0",2021-03-15,297
123030.XSHE,九洲转债,规模小于一亿: 96713100.0,2021-03-15,312
128052.XSHE,凯龙转债,规模小于一亿: 31687600.0,2021-03-15,318
113575.XSHG,东时转债,规模小于一亿: 98537208.0,2021-03-15,319
123034.XSHE,通光转债,规模小于一亿: 78013400.0,2021-03-15,325
